,Folio,Folio,TC,Importe,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT
365,52101,6922061,1.0,1724.14,275.86,0.0,0.0,2000.0,2000.0
366,7297,83,1.0,900.0,144.0,0.0,0.0,1044.0,1044.0
367,21131682,1343,1.0,0.0,0.0,0.0,0.0,0.0,0.0
368,MAT_2651_00001,4370,1.0,0.0,0.0,0.0,0.0,0.0,0.0
369,12051,81334,1.0,1367.24,218.76,0.0,0.0,1586.0,1586.0
370,230058,81340,1.0,1367.24,218.76,0.0,0.0,1586.0,1586.0
371,AP38805,1452,1.0,0.0,0.0,0.0,0.0,0.0,0.0
372,8811090280022099,3843,1.0,1919.2,307.07,0.0,0.0,2226.27,2226.27
373,157866,6289,1.0,989.18,158.27,0.0,0.0,1147.45,1147.45
374,27254546,3999,1.0,2030.29,324.85,0.0,0.0,2355.14,2355.14
375,2124,2292,1.0,1362.52,0.0,0.0,0.0,1580.53,1580.53
376,174955,5005,1.0,1362.52,218.01,0.0,0.0,1580.53,1580.53
377,8730,3413,1.0,0.0,0.0,0.0,0.0,0.0,0.0
378,68946,3414,1.0,0.0,0.0,0.0,0.0,0.0,0.0
379,68947,1700,1.0,6600.0,108.3,0.0,0.0,7656.0,7656.0
380,000013553,36714,1.0,676.87,108.3,0.0,0.0,785.17,785.17
381,7183,485288,1.0,2663.0,426.08,0.0,0.0,3089.08,3089.08
382,63582,5009,1.0,674.0,107.84,0.0,0.0,781.84,781.84
383,,234,1.0,0.0,0.0,0.0,0.0,0.0,1706.45
384,122207,4271132,1.0,0.0,0.0,0.0,0.0,0.0,1706.45
385,84289,168449,1.0,340.5,54.48,0.0,0.0,394.98,394.98
386,11058,7223,1.0,517.24,82.76,0.0,0.0,600.0,600.0
387,68987,120984,1.0,3309.05,529.45,0.0,0.0,3838.5,3838.5
388,77,138227,1.0,933.68,149.39,0.0,0.0,1083.07,1083.07
389,10115,5799,1.0,7482.38,0.0,0.0,0.0,8679.56,8679.56
390,83839,81467,1.0,7333.4,0.0,0.0,0.0,8506.74,8506.74
391,30726,44435,1.0,0.0,0.0,0.0,0.0,0.0,0.0
392,882974,8184,1.0,4310.34,689.66,0.0,0.0,5000.0,5000.0
393,053560,15279295,1.0,0.0,0.0,0.0,0.0,0.0,305.0
394,1092957089,6075,1.0,3750.0,600.0,0.0,0.0,4350.0,4350.0
395,1453820,6079,1.0,4290.0,686.4,0.0,0.0,4976.4,4976.4
396,18,17869,1.0,193.97,31.04,0.0,0.0,225.01,225.01
397,,3951958,1.0,0.0,0.0,0.0,0.0,0.0,0.0
398,,8811090280022099,1.0,0.0,0.0,0.0,0.0,0.0,0.0
399,,10948,1.0,480.0,76.8,0.0,0.0,556.8,556.8
400,,73844207,1.0,332.07000000000005,53.13,0.0,0.0,385.20000000000005,385.2
401,,252728,1.0,18.97,3.03,0.0,0.0,22.0,22.0
402,,16470,1.0,618.0,98.88,0.0,0.0,716.88,716.88
403,,563710,1.0,156.0,0.0,0.0,0.0,156.0,156.0
404,,110181,1.0,136.21,21.79,0.0,0.0,158.0,158.0
405,,24212353,1.0,136.21,21.79,0.0,0.0,158.0,158.0
406,,601,1.0,2390.0,382.4,0.0,0.0,2772.4,2772.4
407,,602,1.0,2704.0,432.64,0.0,0.0,3136.64,3136.64
408,,52,1.0,3800.0,608.0,0.0,0.0,4408.0,4408.0
409,,603,1.0,3800.0,608.0,0.0,0.0,4408.0,4408.0
410,,766836,1.0,0.0,0.0,0.0,0.0,0.0,0.0
411,,220228-000276171250,1.0,2991.43,478.77,0.0,0.0,3470.2,3470.2
412,,1092957089,1.0,0.0,602.89,0.0,0.0,0.0,0.0
413,,1258231,1.0,0.0,0.0,0.0,0.0,0.0,0.0
414,,1635,1.0,0.0,0.0,0.0,0.0,0.0,0.0
415,,290824,1.0,5551.38,888.22,0.0,0.0,6439.6,6439.6
416,,290825,1.0,5551.98,888.32,0.0,0.0,6440.299999999999,6440.3
417,,MAT_2107_00001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
418,,3356,1.0,0.0,0.0,0.0,0.0,0.0,0.0
419,,7008548,1.0,442.45,70.79,0.0,0.0,513.24,513.24
420,,30351,1.0,5370.0,859.2,0.0,0.0,6229.2,6229.2
421,,735,1.0,4543.1,726.9,0.0,0.0,5270.0,5270.0
422,,4214,1.0,2555.7,408.91,0.0,0.0,2964.6099999999997,2964.61
423,,8919,1.0,4310.34,689.66,0.0,0.0,5000.0,5000.0
424,,2605,1.0,490.0,0.0,0.0,0.0,568.4,568.4
425,,0001010100750847116902,1.0,490.0,78.4,0.0,0.0,568.4,568.4
426,,007817297284,1.0,0.0,0.0,0.0,0.0,0.0,0.0
427,,3428,1.0,0.0,0.0,0.0,0.0,0.0,0.0
428,,8279633,1.0,-442.45,-70.79,0.0,0.0,-513.24,-513.24
429,,84,1.0,2500.0,400.0,0.0,0.0,2900.0,2900.0
430,,1361,1.0,0.0,0.0,0.0,0.0,0.0,0.0
431,,56489,1.0,60.0,9.6,0.0,0.0,69.6,69.6
432,,73272,1.0,1960.0,313.6,0.0,0.0,2273.6,2273.6
433,,27492,1.0,0.0,0.0,0.0,0.0,0.0,0.0
434,,610,1.0,3500.0,560.0,0.0,0.0,4060.0,4060.0
435,,44869085,1.0,130.4,20.87,0.0,0.0,147.60000000000002,147.6
436,,163803,1.0,0.0,0.0,0.0,0.0,0.0,0.0
437,,163804,1.0,0.0,0.0,0.0,0.0,0.0,0.0
438,,110507,1.0,2522.55,403.61,0.0,0.0,2926.1600000000003,2926.16
439,,4280291,1.0,0.0,0.0,0.0,0.0,0.0,2062.5
440,,20810,1.0,343.97,55.03,0.0,0.0,399.0,399.0
441,,420220201898904,1.0,0.0,0.0,0.0,0.0,0.0,0.0
442,,420220201898904,1.0,0.0,0.0,0.0,0.0,0.0,0.0
443,,4458,1.0,0.0,0.0,0.0,0.0,0.0,0.0
444,,138,1.0,0.0,0.0,0.0,0.0,0.0,0.0
445,,73954176,1.0,90.52,14.48,0.0,0.0,105.0,105.0
446,,121541,1.0,1452.03,232.32,0.0,0.0,1684.35,1684.35
447,,1723,1.0,3040.0,486.4,0.0,0.0,3488.4,3488.4
448,,35701,1.0,378.0,60.48,0.0,0.0,438.48,438.48
449,,508759,1.0,378.0,60.48,0.0,0.0,438.48,438.48
450,,19752303,1.0,1291.98,206.72,0.0,0.0,1498.7,1498.7
451,,33271882,1.0,0.0,0.0,0.0,0.0,0.0,0.0
452,,1607432,1.0,0.0,48.0,0.0,0.0,10348.0,10348.0
453,,22022020028311,1.0,0.0,0.0,0.0,0.0,0.0,0.0
454,,1822,1.0,6336.0,1013.76,0.0,0.0,7349.76,7349.76
455,,1823,1.0,5500.0,880.0,0.0,0.0,6380.0,6380.0
456,,3579,1.0,3800.0,608.0,0.0,0.0,4408.0,4408.0
457,,766650,1.0,17.22,2.75,0.0,0.0,19.97,19.97
458,,766650,1.0,3530.16,564.82,0.0,0.0,4094.98,4094.98
459,,766650,1.0,80.0,0.0,0.0,0.0,80.0,80.0
460,,110671,1.0,8098.47,0.0,0.0,0.0,9394.220000000001,9394.22
461,,000062527443,1.0,0.0,0.0,0.0,0.0,0.0,0.0
462,,54271,1.0,170.06,27.21,0.0,0.0,197.27,197.27
463,,110793,1.0,1580.64,252.9,0.0,0.0,1833.5400000000002,1833.54
464,,172109,1.0,5349.66,855.95,0.0,0.0,5100.009999999999,5100.01
465,,2245,1.0,5349.66,855.95,0.0,0.0,5100.009999999999,5100.01
466,,73305,1.0,0.0,0.0,0.0,0.0,0.0,0.0
467,,170,1.0,0.0,0.0,0.0,0.0,0.0,0.0
468,,082614,1.0,891.0,142.56,0.0,0.0,1033.56,1033.56
469,,516414,1.0,284.0,45.44,0.0,0.0,329.44,329.44
470,,6123,1.0,1540.0,246.4,0.0,0.0,1786.4,1786.4
471,,583,1.0,1385.0,221.6,0.0,0.0,1606.6,1606.6
472,,527270,1.0,119.83,19.17,0.0,0.0,139.0,139.0
473,,66535990,1.0,3415.15584,546.3830820000001,0.0,0.0,3961.5389219999997,189.31
474,,4473,1.0,0.0,0.0,0.0,0.0,0.0,0.0
475,,605,1.0,3500.0,560.0,0.0,0.0,4060.0,4060.0
476,,606,1.0,3250.0,520.0,0.0,0.0,3770.0,3770.0
477,,607,1.0,2470.0,395.2,0.0,0.0,2865.2,2865.2
478,,138639,1.0,2264.9,362.39,0.0,0.0,2627.29,2627.29
479,,4341,1.0,2355.21,376.83,0.0,0.0,2732.04,2732.04
480,,2519,1.0,-4310.34,53.28,0.0,0.0,-5000.0,-5000.0
481,,518651,1.0,333.0,53.28,0.0,0.0,386.28,386.28
482,,2862,1.0,0.0,0.0,0.0,0.0,0.0,0.0
483,,MAT_2121_00001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
484,,6626,1.0,687.93,110.07,0.0,0.0,798.0,798.0
485,,56756,1.0,256.0,40.96,0.0,0.0,296.96,296.96
486,,4444,1.0,279.0,44.64,0.0,0.0,323.64,323.64
487,,779857,1.0,1184.99,189.6,0.0,0.0,1374.59,1374.59
488,,5519838,1.0,275.86,44.14,0.0,0.0,320.0,320.0
489,,5503564702,1.0,158.62,25.38,0.0,0.0,184.0,184.0
490,,5503564702,1.0,3400.0,544.0,0.0,0.0,3944.0,3944.0
491,,512,1.0,0.0,0.0,0.0,0.0,0.0,0.0
492,,122029,1.0,948.96,151.83,0.0,0.0,1100.79,1100.79
493,,16984,1.0,76.51,12.24,0.0,0.0,88.75,88.75
494,,81880,1.0,700.0,112.0,0.0,0.0,812.0,812.0
495,,45237311,1.0,122.65,19.63,0.0,0.0,138.85,138.85
496,,5045,1.0,728.8,116.61,0.0,0.0,845.41,845.41
497,,111071,1.0,1363.68,218.19,0.0,0.0,1581.8700000000001,1581.87
498,,11460,1.0,653.14,104.5,0.0,0.0,757.64,757.64
499,,3480,1.0,653.14,104.5,0.0,0.0,757.64,757.64
500,,86,1.0,900.0,144.0,0.0,0.0,1044.0,1044.0
501,,170789,1.0,0.0,0.0,0.0,0.0,0.0,0.0
502,,023720,1.0,160.0,0.0,0.0,0.0,160.0,160.0
503,,111181,1.0,0.0,0.0,0.0,0.0,0.0,3493.85
504,,4289140,1.0,0.0,0.0,0.0,0.0,0.0,3493.85
505,,1286,1.0,600.0,96.0,0.0,0.0,696.0,696.0
506,,19764921,1.0,50.02,8.0,0.0,0.0,58.02,58.02
507,,12683165,1.0,-136.21,-21.79,0.0,0.0,-158.0,-158.0
508,,2063,1.0,910.0,145.6,0.0,0.0,1055.6,1055.6
509,,140662202,1.0,0.0,0.0,0.0,0.0,0.0,0.0
510,,138,1.0,937.25,149.96,0.0,0.0,1087.21,1087.21
511,,604,1.0,2592.0,414.72,0.0,0.0,3006.7200000000003,3006.72
512,,26723,1.0,1195.63,186.02,0.0,0.0,1381.65,1381.65
513,,14742,1.0,495.0,0.0,0.0,0.0,495.0,495.0
514,,609,1.0,5900.0,944.0,0.0,0.0,6844.0,6844.0
515,,5674,1.0,318.75,51.0,0.0,0.0,369.75,369.75
516,,000062798491,1.0,5311.85,786.94,0.0,0.0,6098.790000000001,6098.79
517,,1858,1.0,8000.0,82.76,0.0,0.0,9280.0,9280.0
518,,7303,1.0,517.24,82.76,0.0,0.0,600.0,600.0
519,,17176,1.0,2980.0,476.8,0.0,0.0,3456.8,3456.8
520,,17178,1.0,4470.0,715.2,0.0,0.0,5185.2,5185.2
521,,6427,1.0,52.92,8.47,0.0,0.0,61.39,61.39
522,,4499,1.0,2479.01,396.64,0.0,0.0,2875.65,2875.65
523,,3252,1.0,0.0,0.0,0.0,0.0,0.0,0.0
524,,3488,1.0,0.0,0.0,0.0,0.0,0.0,0.0
525,,27891,1.0,1293.1799999999998,206.91,0.0,0.0,1500.09,1500.09
526,,27892,1.0,1478.71,236.59,0.0,0.0,1715.3,1715.3
527,,27893,1.0,1233.0,197.28,0.0,0.0,1430.28,1430.28
528,,27895,1.0,1052.87,168.46,0.0,0.0,1221.33,1221.33
529,,4149188,1.0,763.77,122.2,0.0,0.0,885.97,885.97
530,,6641,1.0,6324.0,1011.84,0.0,0.0,7335.84,7335.84
531,,53,1.0,500.0,80.0,0.0,0.0,580.0,580.0
532,,15833,1.0,500.0,80.0,0.0,0.0,580.0,580.0
533,,15833,1.0,977.91,156.47,0.0,0.0,1134.3799999999999,1134.38
534,,262,1.0,0.0,0.0,0.0,0.0,0.0,0.0
535,,1551,1.0,1275.86,204.14,0.0,0.0,1480.0,1480.0
536,,1552,1.0,1630.17,260.83,0.0,0.0,1891.0,1891.0
537,,1553,1.0,646.55,103.45,0.0,0.0,750.0,750.0
538,,1554,1.0,1387.93,222.07,0.0,0.0,1610.0,1610.0
539,,7358,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0
540,,2381,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0
541,,201,1.0,0.0,0.0,0.0,0.0,0.0,0.0
542,,9090765,1.0,3643.0,0.0,0.0,0.0,3643.0,3643.0
543,,27950,1.0,162.13,25.94,0.0,0.0,188.07,188.07
544,,27951,1.0,1372.52,219.6,0.0,0.0,1592.12,1592.12
545,,27952,1.0,1664.9499999999998,266.39,0.0,0.0,1931.3399999999997,1931.34
546,,27953,1.0,1099.95,175.99,0.0,0.0,1275.94,1275.94
547,,122395,1.0,2040.8,326.53,0.0,0.0,2367.33,2367.33
548,,82076,1.0,3000.0,480.0,0.0,0.0,3480.0,3480.0
549,,82076,1.0,3400.0,544.0,0.0,0.0,3944.0,3944.0
550,,45523533,1.0,0.0,0.0,0.0,0.0,0.0,0.0
551,,27972,1.0,420.15,67.22,0.0,0.0,487.37,487.37
552,,27996,1.0,416.96000000000004,66.71,0.0,0.0,483.67,483.67
553,,57072,1.0,350.0,56.0,0.0,0.0,406.0,406.0
554,,73410,1.0,3960.33,633.65,0.0,0.0,4593.98,4593.98
555,,30557,1.0,846.3,131.72,0.0,0.0,978.02,978.02
556,,1572,1.0,1275.86,204.14,0.0,0.0,1480.0,1480.0
557,,1573,1.0,1275.86,204.14,0.0,0.0,1480.0,1480.0
558,,111686,1.0,1145.04,178.22,0.0,0.0,1323.26,1323.26
559,,54640,1.0,1145.04,178.22,0.0,0.0,1323.26,1323.26
560,,45072,1.0,0.0,0.0,0.0,0.0,0.0,0.0
561,,1649,1.0,0.0,0.0,0.0,0.0,0.0,0.0
562,,1580,1.0,1064.66,170.35,0.0,0.0,1235.01,1235.01
563,,1581,1.0,1064.66,170.35,0.0,0.0,1235.01,1235.01
564,,5696,1.0,2380.0,380.8,0.0,0.0,2760.8,2760.8
565,,111783,1.0,5349.12,855.86,0.0,0.0,6204.98,6204.98
566,,172227,1.0,364.35,58.3,0.0,0.0,422.65000000000003,422.65
567,,28020,1.0,364.35,58.3,0.0,0.0,422.65000000000003,422.65
568,,28040,1.0,823.1700000000001,131.71,0.0,0.0,954.8800000000001,954.88
569,,28041,1.0,205.67000000000002,32.91,0.0,0.0,238.58,238.58
570,,6775,1.0,4390.2,702.43,0.0,0.0,5092.63,5092.63
571,,6776,1.0,850.0,136.0,0.0,0.0,986.0,986.0
572,,763,1.0,3360.0,537.6,0.0,0.0,3897.6,3897.6
573,,612,1.0,2970.0,475.2,0.0,0.0,3445.2,3445.2
574,,613,1.0,3844.7,615.15,0.0,0.0,4459.849999999999,4459.85
575,,35833,1.0,2556.0,408.96,0.0,0.0,2964.96,2964.96
576,,141994,1.0,258.63,41.38,0.0,0.0,300.01,300.01
577,,82131,1.0,8700.0,762.81,0.0,0.0,10092.0,10092.0
578,,82132,1.0,4767.59,762.81,0.0,0.0,5530.4,5530.4
579,,82136,1.0,3215.0,514.4,0.0,0.0,3729.4,3729.4
580,,82137,1.0,4879.36,780.7,0.0,0.0,5660.0599999999995,5660.06
581,,82138,1.0,8840.0,0.0,0.0,0.0,10254.4,10254.4
582,,45118,1.0,0.0,0.0,0.0,0.0,0.0,0.0
583,,4610,1.0,2593.84,415.01,0.0,0.0,3008.8500000000004,3008.85
584,,4956,1.0,-4310.34,0.0,0.0,0.0,-5000.0,-5000.0
585,,82824,1.0,0.0,0.0,0.0,0.0,0.0,0.0
586,,6135,1.0,567.0,0.0,0.0,0.0,657.72,657.72
587,,3467,1.0,567.0,0.0,0.0,0.0,657.72,657.72
588,,31953,1.0,567.0,90.72,0.0,0.0,657.72,657.72
589,,1627750,1.0,110.0,48.0,0.0,0.0,10348.0,10348.0
590,,365504,1.0,110.0,17.6,0.0,0.0,127.6,127.6
591,,28046,1.0,115.55999999999999,18.49,0.0,0.0,134.04999999999998,134.05
592,,1468,1.0,0.0,0.0,0.0,0.0,0.0,0.0
593,,7334,1.0,517.24,82.76,0.0,0.0,600.0,600.0
594,,137,1.0,215.52,34.48,0.0,0.0,250.0,250.0
595,,27967,1.0,0.0,0.0,0.0,0.0,0.0,0.0
596,,1224995,1.0,856.2,137.0,0.0,0.0,993.2,993.2
597,,5867,1.0,7791.04,850.87,0.0,0.0,9037.61,9037.61
598,,111935,1.0,5317.93,850.87,0.0,0.0,6168.8,6168.8
599,,1140093,1.0,3861.0,0.0,0.0,0.0,3861.0,3861.0
600,,2514,1.0,0.0,0.0,0.0,0.0,0.0,0.0
601,,2094,1.0,0.0,0.0,0.0,0.0,0.0,0.0
602,,3612,1.0,0.0,0.0,0.0,0.0,0.0,0.0
603,,73442,1.0,1512.0,241.92,0.0,0.0,1753.92,1753.92
604,,73443,1.0,271.07,43.37,0.0,0.0,314.44,314.44
605,,294,1.0,271.07,43.37,0.0,0.0,314.44,314.44
606,,30637,1.0,3902.5,624.4,0.0,0.0,4526.9,4526.9
607,,616,1.0,1240.0,198.4,0.0,0.0,1438.4,1438.4
608,,617,1.0,3014.0,482.24,0.0,0.0,3496.24,3496.24
609,,35844,1.0,4892.0,782.72,0.0,0.0,5674.72,5674.72
610,,35853,1.0,6000.0,960.0,0.0,0.0,6960.0,6960.0
611,,35854,1.0,5112.0,817.92,0.0,0.0,5929.92,5929.92
612,,17542,1.0,750.03,120.01,0.0,0.0,870.04,870.04
613,,552496,1.0,2663.0,426.08,0.0,0.0,3089.08,3089.08
614,,3975474,1.0,0.0,0.0,0.0,0.0,0.0,0.0
615,,4303592,1.0,0.0,0.0,0.0,0.0,0.0,2214.15
616,,4303595,1.0,0.0,0.0,0.0,0.0,0.0,3330.75
617,,4554,1.0,0.0,0.0,0.0,0.0,0.0,0.0
618,,57207,1.0,6878.0,96.0,0.0,0.0,7978.48,7978.48
619,,122920,1.0,600.0,96.0,0.0,0.0,696.0,696.0
620,,122920,1.0,1656.97,265.12,0.0,0.0,1922.0900000000001,1922.09
621,,1225899,1.0,0.0,0.0,0.0,0.0,0.0,0.0
622,,1225899,1.0,0.0,0.0,0.0,0.0,0.0,0.0
623,,1225899,1.0,819.89,131.18,0.0,0.0,951.0699999999999,951.07
624,,17595,1.0,94.14,15.07,0.0,0.0,109.21000000000001,109.21
625,,5553091,1.0,275.86,44.14,0.0,0.0,320.0,320.0
626,,493310,1.0,200.0,0.0,0.0,0.0,200.0,200.0
627,,000063087784,1.0,0.0,0.0,0.0,0.0,0.0,0.0
628,,618,1.0,158.62,25.38,0.0,0.0,184.0,184.0
629,,618,1.0,2470.0,395.2,0.0,0.0,2865.2,2865.2
630,,142270,1.0,258.63,41.38,0.0,0.0,300.01,300.01
631,,3164573,1.0,159.48,25.52,0.0,0.0,185.0,185.0
632,,8367971,1.0,296.56,47.44,0.0,0.0,344.0,344.0
633,,8367971,1.0,505.17,80.83,0.0,0.0,586.0,586.0
634,,3150,1.0,-1200.0,-192.0,0.0,0.0,-1392.0,-1392.0
635,,3029,1.0,0.0,0.0,0.0,0.0,0.0,0.0
636,,5980,1.0,0.0,0.0,0.0,0.0,0.0,0.0
637,,5981,1.0,0.0,0.0,0.0,0.0,0.0,0.0
638,,11748,1.0,306.29,49.01,0.0,0.0,355.3,355.3
639,,3505,1.0,0.0,0.0,0.0,0.0,0.0,0.0
640,,3509,1.0,0.0,0.0,0.0,0.0,0.0,0.0
641,,54665,1.0,1054.6,168.74,0.0,0.0,1223.34,1223.34
642,,455917,1.0,50.0,8.0,0.0,0.0,58.0,58.0
643,,768,1.0,3840.0,614.4,0.0,0.0,4454.4,4454.4
644,,2283,1.0,5349.66,855.95,0.0,0.0,5100.009999999999,5100.01
645,,2089,1.0,7460.76,734.72,0.0,0.0,8654.48,8654.48
646,,2090,1.0,7460.76,734.72,0.0,0.0,8654.48,8654.48
647,,35874,1.0,4592.0,734.72,0.0,0.0,5326.72,5326.72
648,,55333,1.0,1200.59,186.87,0.0,0.0,1387.46,1387.46
649,,9654,1.0,4127.5,660.4,0.0,0.0,4787.9,4787.9
650,,9387528,1.0,45.69,7.31,0.0,0.0,53.0,53.0
651,,9387528,1.0,2561.0,0.0,0.0,0.0,2561.0,2561.0
652,,28178,1.0,729.58,116.73,0.0,0.0,846.3100000000001,846.31
653,,202202-E2341533107-17032022-329781,1.0,2991.43,0.0,0.0,0.0,3470.2,3470.2
654,,PP329781,1.0,2991.43,0.0,0.0,0.0,3470.2,3470.2
655,,220329-000284868675,1.0,2991.43,478.77,0.0,0.0,3470.2,3470.2
656,,1385,1.0,0.0,0.0,0.0,0.0,0.0,0.0
657,,57339,1.0,760.0,121.6,0.0,0.0,881.6,881.6
658,,73499,1.0,4129.43,660.71,0.0,0.0,4790.14,4790.14
659,,73499,1.0,0.0,0.0,0.0,0.0,0.0,0.0
660,,28144,1.0,0.0,0.0,0.0,0.0,0.0,0.0
661,,4043,1.0,0.0,0.0,0.0,0.0,0.0,0.0
662,,844,1.0,0.0,0.0,0.0,0.0,0.0,0.0
663,,4746,1.0,2447.95,391.67,0.0,0.0,2839.62,2839.62
664,,3728,1.0,1889.8,0.0,0.0,0.0,2192.17,2192.17
665,,5120,1.0,1889.8,302.37,0.0,0.0,2192.17,2192.17
666,,8142206,1.0,0.0,0.0,0.0,0.0,0.0,0.0
667,,172303,1.0,220.0,35.2,0.0,0.0,255.2,255.2
668,,4018,1.0,220.0,35.2,0.0,0.0,255.2,255.2
669,,4150500,1.0,1821.99,291.52,0.0,0.0,2113.51,2113.51
670,,17779,1.0,920.0,147.2,0.0,0.0,1067.2,1067.2
671,,3074881,1.0,920.0,147.2,0.0,0.0,1067.2,1067.2
672,,5123,1.0,920.0,147.2,0.0,0.0,1067.2,1067.2
673,,28961,1.0,1992.0,318.72,0.0,0.0,2310.7200000000003,2310.72
674,,7369,1.0,517.24,82.76,0.0,0.0,600.0,600.0
675,,4575,1.0,0.0,0.0,0.0,0.0,0.0,0.0
676,,57455,1.0,240.0,38.4,0.0,0.0,278.4,278.4
677,,54,1.0,1834.07,293.45,0.0,0.0,2127.52,2127.52
678,,123182,1.0,1834.07,293.45,0.0,0.0,2127.52,2127.52
679,,620,1.0,3986.4,637.82,0.0,0.0,4624.22,4624.22
680,,2769,1.0,469.0,75.04,0.0,0.0,538.18,538.18
681,,5921,1.0,0.0,0.0,0.0,0.0,0.0,0.0
682,,5925,1.0,0.0,0.0,0.0,0.0,0.0,0.0
683,,776405,1.0,0.0,0.0,0.0,0.0,0.0,0.0
684,,1092957089,1.0,0.0,587.67,0.0,0.0,0.0,0.0
685,,602,1.0,0.0,0.0,0.0,0.0,0.0,0.0
686,,0001010100750847116902,1.0,490.0,78.4,0.0,0.0,568.4,568.4
687,,007817297284,1.0,0.0,0.0,0.0,0.0,0.0,0.0
688,,1400015806,1.0,3380.0,540.8,0.0,0.0,3920.8,3920.8
689,,3440,1.0,0.0,0.0,0.0,0.0,0.0,0.0
690,,245189,1.0,1797.64,287.62,0.0,0.0,2085.26,2085.26
691,,7174392,1.0,1279.38,204.7,0.0,0.0,1484.0800000000002,1484.08
692,,744,1.0,4543.1,726.9,0.0,0.0,5270.0,5270.0
693,,112511,1.0,0.0,0.0,0.0,0.0,0.0,2467.6
694,,4313757,1.0,0.0,0.0,0.0,0.0,0.0,2467.6
695,,4313759,1.0,0.0,0.0,0.0,0.0,0.0,2780.85
696,,4313761,1.0,0.0,0.0,0.0,0.0,0.0,127.0
697,,8433846,1.0,-0.34,-0.05,0.0,0.0,-0.39,-0.39
698,,8433847,1.0,-1279.04,-204.65,0.0,0.0,-1483.69,-1483.69
699,,28265,1.0,0.0,0.0,0.0,0.0,0.0,0.0
700,,82883007,1.0,1717.25,0.0,0.0,0.0,1717.25,1717.25
701,,296518,1.0,5551.38,888.22,0.0,0.0,6439.6,6439.6
702,,296519,1.0,5551.98,888.32,0.0,0.0,6440.299999999999,6440.3
703,,4315186,1.0,0.0,0.0,0.0,0.0,0.0,165.0
704,,5678,1.0,0.0,0.0,0.0,0.0,0.0,0.0
705,,420220301898904,1.0,0.0,0.0,0.0,0.0,0.0,0.0
706,,420220301898904,1.0,0.0,0.0,0.0,0.0,0.0,0.0
707,,5744,1.0,2275.9700000000003,364.16,0.0,0.0,2640.13,2640.13
708,,5744,1.0,6891.8,164.0,0.0,0.0,7994.49,7994.49
709,,112559,1.0,1025.0,164.0,0.0,0.0,1189.0,1189.0
710,,21129,1.0,343.97,55.03,0.0,0.0,399.0,399.0
711,,172342,1.0,4747.0,759.52,0.0,0.0,5506.52,5506.52
712,,48962,1.0,1379.31,220.69,0.0,0.0,1600.0,1600.0
713,,4602,1.0,0.0,0.0,0.0,0.0,0.0,0.0
714,,57563,1.0,410.0,65.6,0.0,0.0,475.6,475.6
715,,73562,1.0,825.0,132.0,0.0,0.0,957.0,957.0
716,,73563,1.0,825.0,132.0,0.0,0.0,957.0,957.0
717,,73567,1.0,825.0,132.0,0.0,0.0,957.0,957.0
718,,74479594,1.0,128.45,20.55,0.0,0.0,149.0,149.0
719,,46235592,1.0,800.0,128.0,0.0,0.0,918.0,918.0
720,,46235592,1.0,0.0,0.0,0.0,0.0,0.0,0.0
721,,46242222,1.0,122.66,19.63,0.0,0.0,138.85999999999999,138.86
722,,574402,1.0,378.0,60.48,0.0,0.0,438.48,438.48
723,,6025,1.0,0.0,0.0,0.0,0.0,0.0,0.0
724,,6219,1.0,1200.0,192.0,0.0,0.0,1392.0,1392.0
725,,19869474,1.0,1326.98,212.32,0.0,0.0,1539.3,1539.3
726,,33370699,1.0,0.0,0.0,0.0,0.0,0.0,0.0
727,,167691,1.0,0.0,0.0,0.0,0.0,0.0,0.0
728,,167692,1.0,0.0,0.0,0.0,0.0,0.0,0.0
729,,385,1.0,4500.0,720.0,0.0,0.0,5220.0,5220.0
730,,121717,1.0,0.0,0.0,0.0,0.0,0.0,0.0
731,,1993,1.0,1800.0,288.0,0.0,0.0,2088.0,2088.0
732,,417982,1.0,356.04,56.97,0.0,0.0,413.01,413.01
733,,22022030028311,1.0,0.0,0.0,0.0,0.0,0.0,0.0
734,,88,1.0,2500.0,400.0,0.0,0.0,2900.0,2900.0
735,,57583,1.0,890.0,142.4,0.0,0.0,1032.4,1032.4
736,,73572,1.0,8000.0,0.0,0.0,0.0,9280.0,9280.0
737,,277,1.0,0.0,0.0,0.0,0.0,0.0,0.0
738,,291,1.0,0.0,0.0,0.0,0.0,0.0,0.0
739,,56140,1.0,110.0,17.6,0.0,0.0,127.6,127.6
740,,45590,1.0,0.0,0.0,0.0,0.0,0.0,0.0
741,,4909,1.0,2580.6,412.9,0.0,0.0,2993.5,2993.5
742,,577728,1.0,284.0,45.44,0.0,0.0,329.44,329.44
743,,4094,1.0,240.0,0.0,0.0,0.0,240.0,240.0
744,,856590,1.0,240.0,0.0,0.0,0.0,240.0,240.0
745,,537171,1.0,731.9,117.1,0.0,0.0,849.0,849.0
746,,707554,1.0,8254.37,855.95,0.0,0.0,9575.070000000002,9575.07
747,,2297,1.0,5349.66,855.95,0.0,0.0,5100.009999999999,5100.01
748,,618,1.0,2700.0,432.0,0.0,0.0,3132.0,3132.0
